id,symbol,name,publisher,instrument_class,currency,exchange,mic,asset,security_type,min_lot_size,expiration,max_price_variation,unit_of_measure_qty,min_price_increment,display_factor,price_display_format,price_ratio REAL,underlying_symbol,maturity_year,maturity_month,maturity_day,group,tick_rule,strike_price,strike_price_currency
10386005,ASR,GRUPO AEROPORTUARIO SUR-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Engineering&amp;Construction,,,
10828168,PBR,PETROLEO BRASILEIRO-SPON ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas,,,
11218575,FLR,FLUOR CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Engineering&amp;Construction,,,
11477774,GPN,GLOBAL PAYMENTS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
11506420,OIS,OIL STATES INTERNATIONAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
11720941,PUK,PRUDENTIAL PLC-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
11913510,FLO,FLOWERS FOODS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Food,,,
12325901,RDY,DR REDDY'S LABORATORIES-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Pharmaceuticals,,,
13682106,AMN,AMN HEALTHCARE SERVICES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
13695797,ARL,AMERICAN REALTY INVESTORS IN,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Real Estate,,,
13865082,PRU,PRUDENTIAL FINANCIAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
13878278,CNC,CENTENE CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Healthcare-Services,,,
15535784,CAE,CAE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Aerospace/Defense,,,
14486571,BBT,BEACON FINANCIAL CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Savings&amp;Loans,,,
14486871,AFB,ALLIANCEBERSTEIN NTL MUNI,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
14486877,AGM A,FEDERAL AGRIC MTG CORP-CL A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
14486922,BHK,BLACKROCK CORE BOND TRUST,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
14487260,KTH,STRUTURED PRODUCTS CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
14487274,KTN,STRUCTURED PRODUCTS CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
14487291,LYG,LLOYDS BANKING GROUP PLC-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
14487364,PBR A,PETROLEO BRASIL-SP PREF ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas,,,
14487733,UHAL,U-HAUL HOLDING CO,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
14491612,TNC,TENNANT CO,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Machinery-Diversified,,,
14495475,RQI,COHEN & STEERS QUAL INC RLTY,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
14680959,ABG,ASBURY AUTOMOTIVE GROUP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
14732309,NVG,NUVEEN AMT-FR MUNI CRDT,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
34563787,CGAU,CENTERRA GOLD INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
75218155,EMA,EMERA INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
59364285,FTS,FORTIS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
16671499,IAG,IAMGOLD CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
35442355,STN,STANTEC INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Engineering&amp;Construction,,,
75218890,WFG,WEST FRASER TIMBER CO LTD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Building Materials,,,
14996978,SBS,CIA SANEAMENTO BASICO DE-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Water,,,
15130035,NPO,ENPRO INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Miscellaneous Manufactur,,,
15154983,JRS,NUVEEN REAL ESTATE INCOME,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
15130038,SJM,JM SMUCKER CO/THE,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Food,,,
15130059,BBBY,BED BATH & BEYOND INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Internet,,,
15219460,WHG,WESTWOOD HOLDINGS GROUP INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
15399695,PML,PIMCO MUNICIPAL INCOME FD II,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
15399648,PNI,PIMCO NY MUNI INC II FND,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
15543754,WEA,WESTERN ASSET PREMIER BOND,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
15544495,BHV,BLACKROCK VIRGINIA MUNI BND,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
15548118,NZF,NUVEEN MUNICIPAL CREDIT INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
36525494,EXK,ENDEAVOUR SILVER CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
16310970,DKS,DICK'S SPORTING GOODS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
16420271,NGS,NATURAL GAS SERVICES GROUP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
16646301,HPF,JOHN HANCOCK PREFER INC II,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
16675601,TS,TENARIS SA-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Metal Fabricate/Hardware,,,
16693880,NKX,NUVEEN CA AMT-FR MUNI INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
16717814,FMN,FEDERATED HERM PREM MUNI INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
16717790,MED,MEDIFAST INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
16825380,PTY,PIMCO CORPORATE & INCOME OPP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
16884706,PFS,PROVIDENT FINANCIAL SERVICES,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Savings&amp;Loans,,,
17085357,NEA,NUVEEN AMT-FR QLTY MUNI INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
17635192,JPC,NUVEEN PREFERED & INCOME OPP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
17722625,LEN B,LENNAR CORP - B SHS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Home Builders,,,
17966274,PHK,PIMCO HIGH INCOME FUND,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
17983637,AVK,ADVENT CONVERT & INCOME,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
18449400,HPS,JOHN HANCOCK PREFER INC III,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
18740337,RNP,COHEN & STEERS REIT AND PREF,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
18832912,JQC,NUVEEN CREDIT STRATEGIES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
18963197,AXS,AXIS CAPITAL HOLDINGS LTD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
19012089,MOH,MOLINA HEALTHCARE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Healthcare-Services,,,
20388997,BLW,BLACKROCK LTD DURAT INC TR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
22488818,FLC,FLAHERTY & CRUMRINE TTL RTRN,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
22488838,PFL,PIMCO INCOME STRATEGY FUND,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
24556794,SHG,SHINHAN FINANCIAL GROUP-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
25960485,EVT,EATON VANCE TAX-ADV DVD INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
25975626,WIA,WESTERN ASSET INFL-LINK SEC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
26593783,CRI,CARTER'S INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Apparel,,,
26608112,GAM PRB,"GENERAL AMERICAN INVESTORS, 5.95% CUMUL PFD STOCK B",,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Closed-end Funds,,,
26678891,PFO,FLAHERTY & CRUMRINE P&I OPP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
26678884,PFD,FLAHERTY & CRUMRIN PRE&INC F,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
26678881,FFC,FLAHERTY & CRUMRINE PREF INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
28712051,SA,SEABRIDGE GOLD INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
26787469,NMZ,NUVEEN MUNI HI INC OPPORT,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
26904812,GDV,GABELLI DIVIDEND & INCOME TR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
26904809,EFR,EATON VANCE SR FLTG RATE TR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
26904835,SNX,TD SYNNEX CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electronics,,,
26976201,KRO,KRONOS WORLDWIDE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Chemicals,,,
27015712,NNI,NELNET INC-CL A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
27022213,CMP,COMPASS MINERALS INTERNATION,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
27034533,LXU,LSB INDUSTRIES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Miscellaneous Manufactur,,,
27051830,UTI,UNIVERSAL TECHNICAL INSTITUT,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
27059190,SGI,SOMNIGROUP INTERNATIONAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Home Furnishings,,,
27267807,EXP,EAGLE MATERIALS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Building Materials,,,
27727424,AIZ,ASSURANT INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
28003327,WIW,WESTERN ASST INFL-LNK OPP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
28113313,IPB,ML DEPOSITOR 6.0518% INDEXPLUS TRUST SERIES 2003-1 DUE 5/15/,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
28213000,BBD,BANCO BRADESCO-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
28828789,JFR,NUVEEN FLOATING RATE INCOME,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
28840439,AGO,ASSURED GUARANTY LTD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
29110391,GNW,GENWORTH FINANCIAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
29251815,ETG,EATON VANCE T/A GL DVD INCM,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
29489633,PRSU,PURSUIT ATTRACTIONS AND HOSP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Entertainment,,,
29624264,CRM,SALESFORCE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Software,,,
29624593,LGI,LAZARD GLBL TTL RTRN & INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
29649301,EFT,EATON VANCE FLTNG RT INC TR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
29661257,ABR,ARBOR REALTY TRUST INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
29854151,FCT,FIRST TRUST SNR FL RT INC II,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
29857963,JBK,LEHMAN ABS CORP CRP BACKED FLOATING RATE GOLDMAN,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
29863855,BDC,BELDEN INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electrical Compo&amp;Equip,,,
29914393,LPL,LG DISPLAY CO LTD-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electronics,,,
30080724,EGY,VAALCO ENERGY INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas,,,
30207664,AGX,ARGAN INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Engineering&amp;Construction,,,
30217916,UVE,UNIVERSAL INSURANCE HOLDINGS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
30219446,ENS,ENERSYS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electrical Compo&amp;Equip,,,
30217686,UAMY,UNITED STATES ANTIMONY CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
30301899,HTD,JOHN HANCOCK TAX ADV DVD INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
30350975,CNS,COHEN & STEERS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
30351205,EXR,EXTRA SPACE STORAGE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
30351217,WLK,WESTLAKE CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Chemicals,,,
30689013,FFA,FIRST TRUST ENHAN EQTY INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
30705321,BGT,BLACKROCK FLTNG RT INC TR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
31198854,ETO,EATON VANCE T/A GLBL DVD OPP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
31250966,KYN,KAYNE ANDERSON ENERGY INFRA,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
31308348,PYT,ML DEPOSITOR PPLUS TR GSC-2 TR CTF FLTG RATE,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
31719982,GJH,SYNTHETIC FIXED-INCOME SEC STRATS 2004-06 6.375% US CELLULAR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
31729162,SHO,SUNSTONE HOTEL INVESTORS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
31815544,EOI,EATON VANCE ENHANCED EQ INCM,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
31815560,PFN,PIMCO INCOME STRATEGY FD II,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
31816457,UTF,COHEN & STEERS INFRASTRUCTUR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
31832523,BBW,BUILD-A-BEAR WORKSHOP INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
31832526,DLR,DIGITAL REALTY TRUST INC.,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
32006502,ORA,ORMAT TECHNOLOGIES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
174267357,CMBT,CMB TECH NV,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
32602412,LVS,LAS VEGAS SANDS CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Lodging,,,
32618459,HLF,HERBALIFE LTD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Pharmaceuticals,,,
32821988,BGR,BLACKROCK ENRGY & RES TR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
38590542,HBM,HUDBAY MINERALS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
32923763,WTI,W&T OFFSHORE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas,,,
32943358,CE,CELANESE CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Chemicals,,,
33175911,HUN,HUNTSMAN CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Chemicals,,,
33175912,PBH,PRESTIGE CONSUMER HEALTHCARE,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Cosmetics/Personal Care,,,
33191300,TAP,MOLSON COORS BEVERAGE CO - B,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Beverages,,,
52282307,TAP A,MOLSON COORS BEVERAGE CO - A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Beverages,,,
33205673,DLB,DOLBY LABORATORIES INC-CL A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Home Furnishings,,,
33442713,EOS,EATON VANCE ENH EQT INC II,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
33522437,DSX,DIANA SHIPPING INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
33793058,BME,BLACKROCK HEALTH SCIENCES,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
273085,RNST,RENASANT CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
34390308,ETB,EATON VANCE T/M BUY-WRT INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
34432345,GS PRA,GOLDMAN SACHS GROUP INC DEP SH REPS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
34553933,FLG PRU,NEW YORK COMMUNITY CAP TR V PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
34700156,FMY,FIRST TRUST MORTGAGE INCOME,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
34723123,BOE,BLACKROCK ENH GLBL DVD TR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
34726095,EVG,EATON VANCE SHORT DUR DIV IN,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
34764708,PGP,PIMCO GLBL STOCKSPL & INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
34822226,HTGC,HERCULES CAPITAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Private Equity,,,
34851874,BLDR,BUILDERS FIRSTSOURCE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Building Materials,,,
35072121,ETV,EATON VANCE T/M BUY-WRIT OPP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
35090283,WAL,WESTERN ALLIANCE BANCORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
10897,PAI,WESTERN ASSET INVESTMENT GRA,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
35111040,MPT,MEDICAL PROPERTIES TRUST INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
35146376,MET PRA,METLIFE INC PFD SERIES A FLOATING RATE,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
35419704,RBC,RBC BEARINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Metal Fabricate/Hardware,,,
4727679,CBZ,CBIZ INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
35442319,ACCO,ACCO BRANDS CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Household Products/Wares,,,
35447205,CF,CF INDUSTRIES HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Chemicals,,,
35454948,BDJ,BLACKROCK ENHANCED EQTY DVD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
35632791,LXP PRC,LEXINGTON CORPORATE PPTYS TR PFD SERIES C 6.5%,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
35970258,AMP,AMERIPRISE FINANCIAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
35976362,GLP,GLOBAL PARTNERS LP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Gas,,,
4813429,WT,WISDOMTREE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
9394,MUFG,MITSUBISHI UFJ FINL-SPON ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
36284040,ETW,EATON VANCE T/M GLBL BUY-WR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
36285627,GME,GAMESTOP CORP-CLASS A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
1812968,SCCO,SOUTHERN COPPER CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
7535,EEA,EUROPEAN EQUITY FUND INC/THE,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
36786278,UAA,UNDER ARMOUR INC-CLASS A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Apparel,,,
36792384,GJO,SYNTHETIC FIXED-INCOME 110STRATS FOR WAL MART STORES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
36791754,BKD,BROOKDALE SENIOR LIVING INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Healthcare-Services,,,
36792411,GS PRC,GOLMAN SACHS GP - DEP SHS SERIES C,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
37018770,T,AT&T INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Telecommunications,,,
37037874,SPXX,NUVEEN S&P500 DYNAM OVERWR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
37075152,THG,HANOVER INSURANCE GROUP INC/,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
3655373,ABCB,AMERIS BANCORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
37162669,CPA,COPA HOLDINGS SA-CLASS A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Airlines,,,
37511786,LYV,LIVE NATION ENTERTAINMENT IN,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Entertainment,,,
37655662,KOP,KOPPERS HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Chemicals,,,
37655664,CMG,CHIPOTLE MEXICAN GRILL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
37792846,TX,TERNIUM SA-SPONSORED ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Iron/Steel,,,
37830920,ET,ENERGY TRANSFER LP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Pipelines,,,
37866641,FIS,FIDELITY NATIONAL INFO SERV,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Software,,,
38163607,PAC,GRUPO AEROPORTUARIO PAC-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Engineering&amp;Construction,,,
38198926,AB,ALLIANCEBERNSTEIN HOLDING LP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
38251658,HLX,HELIX ENERGY SOLUTIONS GROUP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
38285434,TDG,TRANSDIGM GROUP INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Aerospace/Defense,,,
38294108,NRK,NUVEEN NY AMT-FR MUNI INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
38551985,BMA,BANCO MACRO SA-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
38608398,POR,PORTLAND GENERAL ELECTRIC CO,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
38615181,UMH,UMH PROPERTIES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
38685693,MA,MASTERCARD INC - A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
38701868,USB PRH,U.S. BANCORP FLOAT RATE DEPOSITARY SHARES SER B,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
38781874,GJP,SYNTHETIC FXD INCOME SEC STRATS DOMINION,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
39042404,NNN,NNN REIT INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
39126011,CODI,COMPASS DIVERSIFIED HOLDINGS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Investment Companies,,,
38988979,AXIA,AXIA ENERGIA-ADR PREF,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
39429639,MWA,MUELLER WATER PRODUCTS INC-A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Machinery-Diversified,,,
39592395,HOMB,HOME BANCSHARES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
39966750,BCE,BCE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Telecommunications,,,
39997649,GJR,SYNTHETIC FIXED INC SEC STRATS 2006-01 PROCTOR & GAMBLE,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
40084833,GS PRD,OLMAN SACHS GP -DEP SHR FLOAT RATE NON-CUM SER D,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
40094994,MS PRA,MORGAN STANLEY DEP SHARES SER A - NON-CUM,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
40066309,GTLS,CHART INDUSTRIES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Machinery-Diversified,,,
40358992,EVR,EVERCORE INC - A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
40373180,TRAK,REPOSITRAK INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Software,,,
40773257,WU,WESTERN UNION CO,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
41073450,MHF,WESTERN ASSET MUNICIPAL HIGH,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
41073455,MMU,WESTERN ASSET MANAGED MUNICI,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
41073495,HIO,WESTERN ASSET HI INC OPPORT,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
41073505,HIX,WESTERN ASSET HIGH INC II,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
41073515,EMD,WESTERN ASSET EMRG MRKT DBT,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
41073518,SCD,LMP CAPITAL AND INCOME FUND,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
41073530,EHI,WESTERN ASSET GLOBAL HIGH IN,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
